state,zcta5,placefp,stab,placenm,zipname,pop10,afact
State code,ZIP census tabulation area,Place code,State abbreviation,Place name,ZCTA name,Total population (2010),zcta5 to placefp allocation factor
12,32219,35000,FL,"Jacksonville city, FL","Jacksonville, FL",11886,1
12,32220,35000,FL,"Jacksonville city, FL","Jacksonville, FL",12946,1
12,32221,35000,FL,"Jacksonville city, FL","Jacksonville, FL",27918,1
12,32222,35000,FL,"Jacksonville city, FL","Jacksonville, FL",8691,1
12,32223,35000,FL,"Jacksonville city, FL","Jacksonville, FL",23980,1
12,32224,35000,FL,"Jacksonville city, FL","Jacksonville, FL",38890,1
12,32225,35000,FL,"Jacksonville city, FL","Jacksonville, FL",52485,1
12,32226,35000,FL,"Jacksonville city, FL","Jacksonville, FL",15761,1
12,32227,35000,FL,"Jacksonville city, FL","Jacksonville, FL",2149,1
12,32228,35000,FL,"Jacksonville city, FL","Jacksonville, FL",314,1
12,32233,35000,FL,"Jacksonville city, FL","Atlantic Beach, FL",11018,1
12,32234,35000,FL,"Jacksonville city, FL","Jacksonville, FL",2542,1
12,32244,35000,FL,"Jacksonville city, FL","Jacksonville, FL",57369,1
12,32246,35000,FL,"Jacksonville city, FL","Jacksonville, FL",48789,1
12,32250,35000,FL,"Jacksonville city, FL","Jacksonville Beach, FL",3994,1
12,32254,35000,FL,"Jacksonville city, FL","Jacksonville, FL",13570,1
12,32256,35000,FL,"Jacksonville city, FL","Jacksonville, FL",38483,1
12,32257,35000,FL,"Jacksonville city, FL","Jacksonville, FL",36430,1
12,32258,35000,FL,"Jacksonville city, FL","Jacksonville, FL",26759,1
12,32277,35000,FL,"Jacksonville city, FL","Jacksonville, FL",29517,1
12,32301,70600,FL,"Tallahassee city, FL","Tallahassee, FL",29244,1
12,32303,70600,FL,"Tallahassee city, FL","Tallahassee, FL",32579,1
12,32304,70600,FL,"Tallahassee city, FL","Tallahassee, FL",42929,1
12,32305,70600,FL,"Tallahassee city, FL","Tallahassee, FL",6532,1
12,32308,70600,FL,"Tallahassee city, FL","Tallahassee, FL",18565,1
12,32309,70600,FL,"Tallahassee city, FL","Tallahassee, FL",17171,1
12,32310,70600,FL,"Tallahassee city, FL","Tallahassee, FL",9737,1
12,32311,70600,FL,"Tallahassee city, FL","Tallahassee, FL",9098,1
12,32312,70600,FL,"Tallahassee city, FL","Tallahassee, FL",10938,1
12,32317,70600,FL,"Tallahassee city, FL","Tallahassee, FL",4580,1
12,32399,70600,FL,"Tallahassee city, FL","Tallahassee, FL",2,1
12,32401,54700,FL,"Panama City city, FL","Panama City, FL",18063,1
12,32404,54700,FL,"Panama City city, FL","Callaway, FL",1881,1
12,32405,54700,FL,"Panama City city, FL","Panama City, FL",16376,1
12,32444,54700,FL,"Panama City city, FL","Lynn Haven, FL",164,1
12,32501,8300,FL,"Brent CDP, FL","Pensacola, FL",17,0.002
12,32501,55925,FL,"Pensacola city, FL","Pensacola, FL",8281,0.998
12,32502,55925,FL,"Pensacola city, FL","Pensacola, FL",3298,1
12,32503,8300,FL,"Brent CDP, FL","Pensacola, FL",9530,0.303
12,32503,55925,FL,"Pensacola city, FL","Pensacola, FL",21956,0.697
12,32504,8300,FL,"Brent CDP, FL","Pensacola, FL",701,0.033
12,32504,22275,FL,"Ferry Pass CDP, FL","Pensacola, FL",4412,0.206
12,32504,55925,FL,"Pensacola city, FL","Pensacola, FL",16328,0.762
12,32505,8300,FL,"Brent CDP, FL","West Pensacola, FL",11556,0.923
12,32505,55925,FL,"Pensacola city, FL","West Pensacola, FL",965,0.077
12,32514,22275,FL,"Ferry Pass CDP, FL","Ferry Pass, FL",24509,0.957
12,32514,55925,FL,"Pensacola city, FL","Ferry Pass, FL",1095,0.043
12,32536,15475,FL,"Crestview city, FL","Crestview, FL",13693,1
12,32539,15475,FL,"Crestview city, FL","Crestview, FL",7285,1
12,32541,17325,FL,"Destin city, FL","Destin, FL",12305,1
12,32544,24475,FL,"Fort Walton Beach city, FL","Hurlburt Field, FL",268,1
12,32547,24475,FL,"Fort Walton Beach city, FL","Wright, FL",3282,1
12,32548,24475,FL,"Fort Walton Beach city, FL","Fort Walton Beach, FL",15957,1
12,32601,25175,FL,"Gainesville city, FL","Gainesville, FL",18559,1
12,32603,25175,FL,"Gainesville city, FL","Gainesville, FL",6741,1
12,32605,25175,FL,"Gainesville city, FL","Gainesville, FL",21753,1
12,32606,25175,FL,"Gainesville city, FL","Gainesville, FL",3919,1
12,32607,25175,FL,"Gainesville city, FL","Gainesville, FL",15645,1
12,32608,25175,FL,"Gainesville city, FL","Gainesville, FL",22173,1
12,32609,25175,FL,"Gainesville city, FL","Gainesville, FL",14273,1
12,32612,25175,FL,"Gainesville city, FL","Gainesville, FL",5458,1
12,32641,25175,FL,"Gainesville city, FL","Gainesville, FL",6888,1
12,32653,25175,FL,"Gainesville city, FL","Gainesville, FL",8945,1
12,32720,16875,FL,"DeLand city, FL","Deland, FL",11608,1
12,32724,16875,FL,"DeLand city, FL","DeLand, FL",15423,1
12,32725,17200,FL,"Deltona city, FL","Deltona, FL",42452,1
12,32738,17200,FL,"Deltona city, FL","Deltona, FL",42517,1
12,32746,63650,FL,"Sanford city, FL","Lake Mary, FL",17,1
12,32764,17200,FL,"Deltona city, FL","Osteen, FL",213,1
12,32771,63650,FL,"Sanford city, FL","Sanford, FL",31514,1
12,32773,63650,FL,"Sanford city, FL","Sanford, FL",22039,1
12,32780,71900,FL,"Titusville city, FL","Titusville, FL",29760,1
12,32789,53000,FL,"Orlando city, FL","Winter Park, FL",257,1
12,32796,71900,FL,"Titusville city, FL","Titusville, FL",14001,1
12,32801,53000,FL,"Orlando city, FL","Orlando, FL",12050,1
12,32803,53000,FL,"Orlando city, FL","Orlando, FL",17395,1
12,32804,53000,FL,"Orlando city, FL","Orlando, FL",13389,1
12,32805,53000,FL,"Orlando city, FL","Orlando, FL",16367,1
12,32806,53000,FL,"Orlando city, FL","Orlando, FL",11861,1
12,32807,53000,FL,"Orlando city, FL","Orlando, FL",13170,1
12,32808,53000,FL,"Orlando city, FL","Pine Hills, FL",18059,1
12,32810,53000,FL,"Orlando city, FL","Lockhart, FL",1143,1
12,32811,53000,FL,"Orlando city, FL","Orlando, FL",32654,1
12,32812,53000,FL,"Orlando city, FL","Orlando, FL",16749,1
12,32814,53000,FL,"Orlando city, FL","Orlando, FL",6151,1
12,32819,53000,FL,"Orlando city, FL","Orlando, FL",4049,1
12,32822,53000,FL,"Orlando city, FL","Orlando, FL",22350,1
12,32824,53000,FL,"Orlando city, FL","Meadow Woods, FL",1338,1
12,32827,53000,FL,"Orlando city, FL","Orlando, FL",5746,1
12,32829,53000,FL,"Orlando city, FL","Orlando, FL",10723,1
12,32832,53000,FL,"Orlando city, FL","Orlando, FL",3741,1
12,32835,53000,FL,"Orlando city, FL","Orlando, FL",19929,1
12,32839,53000,FL,"Orlando city, FL","Orlando, FL",11179,1
12,32901,43975,FL,"Melbourne city, FL","Melbourne, FL",24519,1
12,32903,43975,FL,"Melbourne city, FL","Indialantic, FL",3672,1
12,32904,43975,FL,"Melbourne city, FL","West Melbourne, FL",734,1
12,32905,43975,FL,"Melbourne city, FL","Palm Bay, FL",126,0.006
12,32905,54000,FL,"Palm Bay city, FL","Palm Bay, FL",21958,0.994
12,32907,54000,FL,"Palm Bay city, FL","Palm Bay, FL",41846,1
12,32908,54000,FL,"Palm Bay city, FL","Palm Bay, FL",10345,1
12,32909,54000,FL,"Palm Bay city, FL","Palm Bay, FL",29041,1
12,32934,43975,FL,"Melbourne city, FL","Melbourne, FL",8899,1
12,32935,43975,FL,"Melbourne city, FL","Melbourne, FL",37101,1
12,32937,43975,FL,"Melbourne city, FL","Satellite Beach, FL",217,1
12,32940,43975,FL,"Melbourne city, FL","Melbourne, FL",800,1
12,32958,64825,FL,"Sebastian city, FL","Sebastian, FL",21929,1
12,32960,74150,FL,"Vero Beach city, FL","Vero Beach, FL",10523,1
12,32963,74150,FL,"Vero Beach city, FL","Vero Beach, FL",4697,1
12,33060,58050,FL,"Pompano Beach city, FL","Pompano Beach, FL",32154,1
12,33062,58050,FL,"Pompano Beach city, FL","Pompano Beach, FL",19471,1
12,33064,16725,FL,"Deerfield Beach city, FL","Pompano Beach, FL",20105,0.472
12,33064,58050,FL,"Pompano Beach city, FL","Pompano Beach, FL",22520,0.528
12,33069,58050,FL,"Pompano Beach city, FL","Pompano Beach, FL",25700,1
12,33109,45025,FL,"Miami Beach city, FL","Miami Beach, FL",462,1
12,33125,45000,FL,"Miami city, FL","Miami, FL",52677,1
12,33126,45000,FL,"Miami city, FL","Miami, FL",29727,1
12,33127,45000,FL,"Miami city, FL","Miami, FL",28909,1
12,33128,45000,FL,"Miami city, FL","Miami, FL",7562,1
12,33129,45000,FL,"Miami city, FL","Miami, FL",13833,1
12,33130,45000,FL,"Miami city, FL","Miami, FL",26108,1
12,33131,45000,FL,"Miami city, FL","Miami, FL",14917,1
12,33132,45000,FL,"Miami city, FL","Miami, FL",11165,1
12,33133,14250,FL,"Coral Gables city, FL","Miami, FL",2325,0.073
12,33133,45000,FL,"Miami city, FL","Miami, FL",29601,0.927
12,33134,14250,FL,"Coral Gables city, FL","Coral Gables, FL",22835,0.659
12,33134,45000,FL,"Miami city, FL","Coral Gables, FL",11836,0.341
12,33135,45000,FL,"Miami city, FL","Miami, FL",36066,1
12,33136,45000,FL,"Miami city, FL","Miami, FL",13791,1
12,33137,45000,FL,"Miami city, FL","Miami, FL",19410,1
12,33138,45000,FL,"Miami city, FL","Miami, FL",16926,1
12,33139,45000,FL,"Miami city, FL","Miami Beach, FL",618,0.016
12,33139,45025,FL,"Miami Beach city, FL","Miami Beach, FL",37995,0.984
12,33140,45025,FL,"Miami Beach city, FL","Miami Beach, FL",21210,1
12,33141,45025,FL,"Miami Beach city, FL","Miami Beach, FL",28112,1
12,33142,45000,FL,"Miami city, FL","Miami, FL",31928,1
12,33143,14250,FL,"Coral Gables city, FL","Glenvar Heights, FL",2311,0.539
12,33143,36100,FL,"Kendall CDP, FL","Glenvar Heights, FL",1977,0.461
12,33144,45000,FL,"Miami city, FL","Miami, FL",11387,1
12,33145,45000,FL,"Miami city, FL","Miami, FL",29758,1
12,33146,14250,FL,"Coral Gables city, FL","Coral Gables, FL",14995,1
12,33147,45000,FL,"Miami city, FL","West Little River, FL",3550,1
12,33149,45000,FL,"Miami city, FL","Key Biscayne, FL",14,1
12,33150,45000,FL,"Miami city, FL","Miami, FL",9674,1
12,33155,14250,FL,"Coral Gables city, FL","Coral Terrace, FL",101,1
12,33156,14250,FL,"Coral Gables city, FL","Pinecrest, FL",3242,0.23
12,33156,36100,FL,"Kendall CDP, FL","Pinecrest, FL",10880,0.77
12,33157,36100,FL,"Kendall CDP, FL","Palmetto Bay, FL",1,1
12,33158,14250,FL,"Coral Gables city, FL","Palmetto Bay, FL",958,1
12,33166,17935,FL,"Doral city, FL","Miami Springs, FL",4033,1
12,33172,17935,FL,"Doral city, FL","Fountainebleau, FL",2428,1
12,33173,36100,FL,"Kendall CDP, FL","Kendall, FL",17239,1
12,33176,36100,FL,"Kendall CDP, FL","Kendall, FL",40732,1
12,33178,17935,FL,"Doral city, FL","Doral, FL",39243,1
12,33183,36100,FL,"Kendall CDP, FL","Kendale Lakes, FL",824,1
12,33186,36100,FL,"Kendall CDP, FL","The Crossings, FL",3718,1
12,33301,24000,FL,"Fort Lauderdale city, FL","Fort Lauderdale, FL",14586,1
12,33304,24000,FL,"Fort Lauderdale city, FL","Fort Lauderdale, FL",17724,1
12,33305,24000,FL,"Fort Lauderdale city, FL","Fort Lauderdale, FL",7027,1
12,33306,24000,FL,"Fort Lauderdale city, FL","Fort Lauderdale, FL",2773,1
12,33308,24000,FL,"Fort Lauderdale city, FL","Fort Lauderdale, FL",23603,1
12,33309,24000,FL,"Fort Lauderdale city, FL","Oakland Park, FL",5651,1
12,33311,24000,FL,"Fort Lauderdale city, FL","Fort Lauderdale, FL",32386,1
12,33312,24000,FL,"Fort Lauderdale city, FL","Fort Lauderdale, FL",35088,1
12,33313,69700,FL,"Sunrise city, FL","Lauderhill, FL",13239,1
12,33315,24000,FL,"Fort Lauderdale city, FL","Fort Lauderdale, FL",12151,1
12,33316,24000,FL,"Fort Lauderdale city, FL","Fort Lauderdale, FL",10023,1
12,33319,24000,FL,"Fort Lauderdale city, FL","Lauderhill, FL",2,1
12,33322,69700,FL,"Sunrise city, FL","Sunrise, FL",23320,1
12,33323,69700,FL,"Sunrise city, FL","Sunrise, FL",15932,1
12,33325,69700,FL,"Sunrise city, FL","Davie, FL",1370,1
12,33326,69700,FL,"Sunrise city, FL","Weston, FL",4472,1
12,33334,24000,FL,"Fort Lauderdale city, FL","Oakland Park, FL",4507,1
12,33351,69700,FL,"Sunrise city, FL","Sunrise, FL",26106,1
12,33401,76600,FL,"West Palm Beach city, FL","West Palm Beach, FL",24879,1
12,33403,54075,FL,"Palm Beach Gardens city, FL","Lake Park, FL",756,1
12,33405,76600,FL,"West Palm Beach city, FL","West Palm Beach, FL",18976,1
12,33407,76600,FL,"West Palm Beach city, FL","West Palm Beach, FL",22023,1
12,33408,35875,FL,"Jupiter town, FL","North Palm Beach, FL",29,0.744
12,33408,54075,FL,"Palm Beach Gardens city, FL","North Palm Beach, FL",10,0.256
12,33409,76600,FL,"West Palm Beach city, FL","West Palm Beach, FL",17945,1
12,33410,54075,FL,"Palm Beach Gardens city, FL","Palm Beach Gardens, FL",22564,1
12,33411,76600,FL,"West Palm Beach city, FL","Royal Palm Beach, FL",10700,1
12,33412,54075,FL,"Palm Beach Gardens city, FL","The Acreage, FL",3,0.001
12,33412,76600,FL,"West Palm Beach city, FL","The Acreage, FL",3720,0.999
12,33417,76600,FL,"West Palm Beach city, FL","West Palm Beach, FL",1676,1
12,33418,35875,FL,"Jupiter town, FL","Palm Beach Gardens, FL",21,0.001
12,33418,54075,FL,"Palm Beach Gardens city, FL","Palm Beach Gardens, FL",25119,0.999
12,33426,7875,FL,"Boynton Beach city, FL","Boynton Beach, FL",19973,1
12,33431,7300,FL,"Boca Raton city, FL","Boca Raton, FL",18290,1
12,33432,7300,FL,"Boca Raton city, FL","Boca Raton, FL",18715,1
12,33433,7300,FL,"Boca Raton city, FL","Boca Raton, FL",4075,1
12,33434,7300,FL,"Boca Raton city, FL","Boca Raton, FL",4410,1
12,33435,7875,FL,"Boynton Beach city, FL","Boynton Beach, FL",29586,1
12,33436,7875,FL,"Boynton Beach city, FL","Boynton Beach, FL",18489,1
12,33441,16725,FL,"Deerfield Beach city, FL","Deerfield Beach, FL",26838,1
12,33442,16725,FL,"Deerfield Beach city, FL","Deerfield Beach, FL",28075,1
12,33444,17100,FL,"Delray Beach city, FL","Delray Beach, FL",20217,1
12,33445,17100,FL,"Delray Beach city, FL","Delray Beach, FL",28972,1
12,33458,35875,FL,"Jupiter town, FL","Jupiter, FL",41908,1
12,33462,7875,FL,"Boynton Beach city, FL","Lantana, FL",64,1
12,33469,35875,FL,"Jupiter town, FL","Jupiter, FL",1486,1
12,33477,35875,FL,"Jupiter town, FL","Jupiter, FL",11618,1
12,33478,35875,FL,"Jupiter town, FL","Jupiter Farms, FL",94,1
12,33483,7875,FL,"Boynton Beach city, FL","Delray Beach, FL",105,0.01
12,33483,17100,FL,"Delray Beach city, FL","Delray Beach, FL",10717,0.99
12,33484,17100,FL,"Delray Beach city, FL","Delray Beach, FL",616,1
12,33486,7300,FL,"Boca Raton city, FL","Boca Raton, FL",21720,1
12,33487,7300,FL,"Boca Raton city, FL","Boca Raton, FL",9510,1
12,33496,7300,FL,"Boca Raton city, FL","Boca Raton, FL",7672,1
12,33602,71000,FL,"Tampa city, FL","Tampa, FL",11515,1
12,33603,71000,FL,"Tampa city, FL","Tampa, FL",19100,1
12,33604,71000,FL,"Tampa city, FL","Tampa, FL",35483,1
12,33605,71000,FL,"Tampa city, FL","Tampa, FL",17073,1
12,33606,71000,FL,"Tampa city, FL","Tampa, FL",17746,1
12,33607,71000,FL,"Tampa city, FL","Tampa, FL",23541,1
12,33609,71000,FL,"Tampa city, FL","Tampa, FL",15999,1
12,33610,71000,FL,"Tampa city, FL","Tampa, FL",24491,1
12,33611,71000,FL,"Tampa city, FL","Tampa, FL",29478,1
12,33612,71000,FL,"Tampa city, FL","Tampa, FL",25647,1
12,33614,71000,FL,"Tampa city, FL","Egypt Lake-Leto, FL",11169,1
12,33616,71000,FL,"Tampa city, FL","Tampa, FL",13560,1
12,33617,71000,FL,"Tampa city, FL","Temple Terrace, FL",14578,1
12,33618,71000,FL,"Tampa city, FL","Carrollwood, FL",79,1
12,33619,71000,FL,"Tampa city, FL","Palm River-Clair Mel, FL",4054,1
12,33620,71000,FL,"Tampa city, FL","Tampa, FL",5158,1
12,33621,71000,FL,"Tampa city, FL","Tampa, FL",1643,1
12,33629,71000,FL,"Tampa city, FL","Tampa, FL",23638,1
12,33637,71000,FL,"Tampa city, FL","Temple Terrace, FL",153,1
12,33647,71000,FL,"Tampa city, FL","Tampa, FL",41604,1
12,33701,63000,FL,"St. Petersburg city, FL","St. Petersburg, FL",15014,1
12,33702,56975,FL,"Pinellas Park city, FL","St. Petersburg, FL",380,0.014
12,33702,63000,FL,"St. Petersburg city, FL","St. Petersburg, FL",25909,0.986
12,33703,63000,FL,"St. Petersburg city, FL","St. Petersburg, FL",23680,1
12,33704,63000,FL,"St. Petersburg city, FL","St. Petersburg, FL",16098,1
12,33705,63000,FL,"St. Petersburg city, FL","St. Petersburg, FL",26435,1
12,33707,63000,FL,"St. Petersburg city, FL","Gulfport, FL",6234,1
12,33709,56975,FL,"Pinellas Park city, FL","West Lealman, FL",267,0.118
12,33709,63000,FL,"St. Petersburg city, FL","West Lealman, FL",2000,0.882
12,33710,63000,FL,"St. Petersburg city, FL","St. Petersburg, FL",32780,1
12,33711,63000,FL,"St. Petersburg city, FL","St. Petersburg, FL",18436,1
12,33712,63000,FL,"St. Petersburg city, FL","St. Petersburg, FL",25066,1
12,33713,63000,FL,"St. Petersburg city, FL","St. Petersburg, FL",29812,1
12,33714,56975,FL,"Pinellas Park city, FL","Lealman, FL",4,0.001
12,33714,63000,FL,"St. Petersburg city, FL","Lealman, FL",4559,0.999
12,33715,63000,FL,"St. Petersburg city, FL","Tierra Verde, FL",3683,1
12,33716,63000,FL,"St. Petersburg city, FL","St. Petersburg, FL",15048,1
12,33755,12875,FL,"Clearwater city, FL","Clearwater, FL",24852,1
12,33756,12875,FL,"Clearwater city, FL","Clearwater, FL",17325,0.804
12,33756,39425,FL,"Largo city, FL","Clearwater, FL",4227,0.196
12,33759,12875,FL,"Clearwater city, FL","Clearwater, FL",15465,1
12,33760,39425,FL,"Largo city, FL","Largo, FL",5248,0.949
12,33760,56975,FL,"Pinellas Park city, FL","Largo, FL",281,0.051
12,33761,12875,FL,"Clearwater city, FL","Clearwater, FL",11744,1
12,33762,39425,FL,"Largo city, FL","Feather Sound, FL",258,0.142
12,33762,56975,FL,"Pinellas Park city, FL","Feather Sound, FL",1542,0.85
12,33762,63000,FL,"St. Petersburg city, FL","Feather Sound, FL",15,0.008
12,33763,12875,FL,"Clearwater city, FL","Clearwater, FL",6856,1
12,33764,12875,FL,"Clearwater city, FL","Clearwater, FL",12053,0.672
12,33764,39425,FL,"Largo city, FL","Clearwater, FL",5748,0.32
12,33764,56975,FL,"Pinellas Park city, FL","Clearwater, FL",148,0.008
12,33765,12875,FL,"Clearwater city, FL","Clearwater, FL",11383,1
12,33767,12875,FL,"Clearwater city, FL","Clearwater, FL",8007,1
12,33770,39425,FL,"Largo city, FL","Largo, FL",20189,1
12,33771,39425,FL,"Largo city, FL","Largo, FL",26035,1
12,33773,39425,FL,"Largo city, FL","Largo, FL",2252,0.377
12,33773,56975,FL,"Pinellas Park city, FL","Largo, FL",3720,0.623
12,33774,39425,FL,"Largo city, FL","Largo, FL",9574,1
12,33777,56975,FL,"Pinellas Park city, FL","Bardmoor, FL",169,1
12,33778,39425,FL,"Largo city, FL","Largo, FL",4117,1
12,33781,56975,FL,"Pinellas Park city, FL","Pinellas Park, FL",22928,1
12,33782,56975,FL,"Pinellas Park city, FL","Pinellas Park, FL",19640,1
12,33801,38250,FL,"Lakeland city, FL","Lakeland, FL",15109,1
12,33803,38250,FL,"Lakeland city, FL","Lakeland, FL",25257,1
12,33805,38250,FL,"Lakeland city, FL","Lakeland, FL",19149,1
12,33809,38250,FL,"Lakeland city, FL","Lakeland, FL",8150,1
12,33810,38250,FL,"Lakeland city, FL","Lakeland, FL",8439,1
12,33811,38250,FL,"Lakeland city, FL","Lakeland, FL",2341,1
12,33812,38250,FL,"Lakeland city, FL","Highland City, FL",55,1
12,33813,38250,FL,"Lakeland city, FL","Lakeland Highlands, FL",9974,1
12,33815,38250,FL,"Lakeland city, FL","Lakeland, FL",8947,1
12,33825,2750,FL,"Avon Park city, FL","Avon Park, FL",8836,1
12,33830,78275,FL,"Winter Haven city, FL","Bartow, FL",3,1
12,33839,78275,FL,"Winter Haven city, FL","Eagle Lake, FL",3,1
12,33844,78275,FL,"Winter Haven city, FL","Haines City, FL",12,1
12,33850,78275,FL,"Winter Haven city, FL","Lake Alfred, FL",2,1
12,33868,38250,FL,"Lakeland city, FL","Polk City, FL",1,1
12,33870,64875,FL,"Sebring city, FL","Sebring, FL",9872,1
12,33872,64875,FL,"Sebring city, FL","Sebring, FL",355,1
12,33875,64875,FL,"Sebring city, FL","Sebring, FL",264,1
12,33880,78275,FL,"Winter Haven city, FL","Winter Haven, FL",10699,1
12,33881,78275,FL,"Winter Haven city, FL","Winter Haven, FL",16625,1
12,33884,78275,FL,"Winter Haven city, FL","Winter Haven, FL",6530,1
12,33901,24125,FL,"Fort Myers city, FL","Fort Myers, FL",18794,1
12,33903,24125,FL,"Fort Myers city, FL","North Fort Myers, FL",1,1
12,33904,10275,FL,"Cape Coral city, FL","Cape Coral, FL",30613,1
12,33905,24125,FL,"Fort Myers city, FL","Fort Myers, FL",7570,1
12,33907,24125,FL,"Fort Myers city, FL","Villas, FL",4548,1
12,33909,10275,FL,"Cape Coral city, FL","Cape Coral, FL",22659,1
12,33912,24125,FL,"Fort Myers city, FL","Fort Myers, FL",560,1
12,33913,24125,FL,"Fort Myers city, FL","Gateway, FL",4026,1
12,33914,10275,FL,"Cape Coral city, FL","Cape Coral, FL",35848,1
12,33916,24125,FL,"Fort Myers city, FL","Fort Myers, FL",20134,1
12,33917,24125,FL,"Fort Myers city, FL","North Fort Myers, FL",10,1
12,33919,24125,FL,"Fort Myers city, FL","Cypress Lake, FL",2149,1
12,33950,59200,FL,"Punta Gorda city, FL","Punta Gorda, FL",14660,1
12,33955,10275,FL,"Cape Coral city, FL","Punta Gorda, FL",34,0.017
12,33955,59200,FL,"Punta Gorda city, FL","Punta Gorda, FL",1981,0.983
12,33966,24125,FL,"Fort Myers city, FL","Fort Myers, FL",3275,1
12,33971,24125,FL,"Fort Myers city, FL","Lehigh Acres, FL",1231,1
12,33990,10275,FL,"Cape Coral city, FL","Cape Coral, FL",28166,1
12,33991,10275,FL,"Cape Coral city, FL","Cape Coral, FL",17160,1
12,33993,10275,FL,"Cape Coral city, FL","Cape Coral, FL",19825,1
12,34102,47625,FL,"Naples city, FL","Naples, FL",10303,1
12,34103,47625,FL,"Naples city, FL","Naples, FL",8182,1
12,34104,47625,FL,"Naples city, FL","Naples, FL",76,1
12,34105,47625,FL,"Naples city, FL","Naples, FL",936,1
12,34112,47625,FL,"Naples city, FL","Naples, FL",40,1
12,34140,43083,FL,"Marco Island city, FL","Goodland, FL",6,1
12,34145,43083,FL,"Marco Island city, FL","Marco Island, FL",16407,1
12,34205,7950,FL,"Bradenton city, FL","Bradenton, FL",19368,1
12,34208,7950,FL,"Bradenton city, FL","Bradenton, FL",15861,1
12,34209,7950,FL,"Bradenton city, FL","Bradenton, FL",11205,1
12,34210,7950,FL,"Bradenton city, FL","Bradenton, FL",3112,1
12,34224,49675,FL,"North Port city, FL","Englewood, FL",28,1
12,34231,64175,FL,"Sarasota city, FL","Gulf Gate Estates, FL",19,1
12,34232,64175,FL,"Sarasota city, FL","Sarasota Springs, FL",3610,1
12,34234,64175,FL,"Sarasota city, FL","Sarasota, FL",11546,1
12,34236,64175,FL,"Sarasota city, FL","Sarasota, FL",12394,1
12,34237,64175,FL,"Sarasota city, FL","Sarasota, FL",15660,1
12,34239,64175,FL,"Sarasota city, FL","Sarasota, FL",7542,1
12,34242,64175,FL,"Sarasota city, FL","Siesta Key, FL",558,1
12,34243,64175,FL,"Sarasota city, FL","Sarasota, FL",588,1
12,34275,73900,FL,"Venice city, FL","Laurel, FL",1474,1
12,34285,73900,FL,"Venice city, FL","Venice, FL",14141,1
12,34286,49675,FL,"North Port city, FL","North Port, FL",17970,1
12,34287,49675,FL,"North Port city, FL","North Port, FL",18710,1
12,34288,49675,FL,"North Port city, FL","North Port, FL",10856,1
12,34289,49675,FL,"North Port city, FL","North Port, FL",2199,1
12,34291,49675,FL,"North Port city, FL","North Port, FL",7085,1
12,34292,73900,FL,"Venice city, FL","Venice, FL",5133,1
12,34293,49675,FL,"North Port city, FL","South Venice, FL",509,1
12,34429,32400,FL,"Homosassa Springs CDP, FL","Crystal River, FL",73,1
12,34446,32400,FL,"Homosassa Springs CDP, FL","Sugarmill Woods, FL",6335,1
12,34448,32400,FL,"Homosassa Springs CDP, FL","Homosassa Springs, FL",6062,1
12,34461,32400,FL,"Homosassa Springs CDP, FL","Lecanto, FL",1321,1
12,34470,50750,FL,"Ocala city, FL","Ocala, FL",14865,1
12,34471,50750,FL,"Ocala city, FL","Ocala, FL",19660,1
12,34474,50750,FL,"Ocala city, FL","Ocala, FL",11289,1
12,34475,50750,FL,"Ocala city, FL","Ocala, FL",7795,1
12,34479,50750,FL,"Ocala city, FL","Ocala, FL",1039,1
12,34480,50750,FL,"Ocala city, FL","Ocala, FL",1329,1
12,34482,50750,FL,"Ocala city, FL","Ocala, FL",338,1
12,34741,36950,FL,"Kissimmee city, FL","Kissimmee, FL",35627,1
12,34743,36950,FL,"Kissimmee city, FL","Buenaventura Lakes, FL",7500,1
12,34744,36950,FL,"Kissimmee city, FL","Kissimmee, FL",12358,1
12,34746,36950,FL,"Kissimmee city, FL","Kissimmee, FL",4197,1
12,34785,71625,FL,"The Villages CDP, FL","Wildwood, FL",64,1
12,34945,58715,FL,"Port St. Lucie city, FL","Fort Pierce, FL",26,1
12,34952,58715,FL,"Port St. Lucie city, FL","Port St. Lucie, FL",27914,1
12,34953,58715,FL,"Port St. Lucie city, FL","Port St. Lucie, FL",61494,1
12,34983,58715,FL,"Port St. Lucie city, FL","Port St. Lucie, FL",35862,1
12,34984,58715,FL,"Port St. Lucie city, FL","Port St. Lucie, FL",13721,1
12,34986,58715,FL,"Port St. Lucie city, FL","Port St. Lucie, FL",20283,1
12,34987,58715,FL,"Port St. Lucie city, FL","Port St. Lucie, FL",5303,1
12,99999,14250,FL,"Coral Gables city, FL",99999,13,0.929
12,99999,70600,FL,"Tallahassee city, FL",99999,1,0.071
13,30004,1696,GA,"Alpharetta city, GA","Milton, GA",9726,1
13,30005,1696,GA,"Alpharetta city, GA","Alpharetta, GA",17481,1
13,30008,49756,GA,"Marietta city, GA","Marietta, GA",6600,1
13,30009,1696,GA,"Alpharetta city, GA","Alpharetta, GA",12740,1
13,30022,1696,GA,"Alpharetta city, GA","Johns Creek, GA",15211,1
13,30032,4000,GA,"Atlanta city, GA","Candler-McAfee, GA",73,1
13,30060,49756,GA,"Marietta city, GA","Marietta, GA",10831,1
13,30062,49756,GA,"Marietta city, GA","Marietta, GA",7699,1
13,30064,49756,GA,"Marietta city, GA","Marietta, GA",15318,1
13,30066,49756,GA,"Marietta city, GA","Marietta, GA",3446,1
